IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
60470;2017-03-01 08:11:50.237;112;2017-03-01 08:15:53.463;110
55235;2017-03-01 07:58:41.350;111;2017-03-01 08:16:06.000;28
73813;2017-03-01 08:05:24.167;94;2017-03-01 08:16:25.000;55
19370;2017-03-01 07:58:40.477;30;2017-03-01 08:16:45.333;43
87286;2017-03-01 08:12:43.283;95;2017-03-01 08:17:15.000;34
7352;2017-03-01 08:11:44.377;104;2017-03-01 08:17:35.780;99
24400;2017-03-01 08:09:03.313;59;2017-03-01 08:17:52.000;18
22266;2017-03-01 08:03:00.323;56;2017-03-01 08:18:15.000;41
86488;2017-03-01 08:07:25.763;15;2017-03-01 08:18:35.570;108
86915;2017-03-01 08:13:06.423;69;2017-03-01 08:19:03.223;12
89823;2017-03-01 08:00:47.057;47;2017-03-01 08:19:18.770;12
89139;2017-03-01 08:08:22.203;6;2017-03-01 08:19:40.247;17
78532;2017-03-01 08:13:00.597;75;2017-03-01 08:19:47.000;21
91118;2017-03-01 08:13:04.863;121;2017-03-01 08:20:15.273;106
82297;2017-02-28 18:25:31.997;118;2017-03-01 08:20:35.553;118
2354;2017-03-01 08:08:22.403;125;2017-03-01 08:20:36.000;45
90641;2017-03-01 08:10:59.517;48;2017-03-01 08:20:45.000;34
63447;2017-03-01 08:02:31.633;80;2017-03-01 08:21:07.710;37
22535;2017-03-01 08:13:44.923;36;2017-03-01 08:21:18.000;16
56753;2017-03-01 08:14:35.270;24;2017-03-01 08:21:47.507;98
89344;2017-03-01 08:13:58.957;106;2017-03-01 08:21:56.000;96
81153;2017-03-01 08:14:45.550;93;2017-03-01 08:22:18.000;16
23566;2017-03-01 08:13:39.643;8;2017-03-01 08:22:33.483;76
14978;2017-03-01 08:07:17.327;55;2017-03-01 08:22:58.000;65
87926;2017-03-01 08:06:43.983;67;2017-03-01 08:23:13.000;34
46462;2017-03-01 08:09:18.703;84;2017-03-01 08:23:31.020;33
83793;2017-03-01 08:12:45.767;67;2017-03-01 08:23:47.000;34
45613;2017-03-01 08:14:26.723;30;2017-03-01 08:24:06.000;21
51132;2017-03-01 08:18:51.773;5;2017-03-01 08:24:22.000;21
19664;2017-03-01 08:12:31.987;129;2017-03-01 08:24:51.797;11
50683;2017-03-01 08:17:26.507;109;2017-03-01 08:25:17.000;45
77630;2017-03-01 08:18:29.570;111;2017-03-01 08:25:39.850;115
89908;2017-03-01 08:17:46.897;46;2017-03-01 08:26:25.000;19
21863;2017-03-01 08:08:46.123;41;2017-03-01 08:26:32.927;118
27226;2017-03-01 08:17:39.177;42;2017-03-01 08:26:58.000;45
1825;2017-03-01 08:20:08.507;91;2017-03-01 08:28:14.690;124
23747;2017-03-01 08:14:32.630;36;2017-03-01 08:28:43.000;107
81550;2017-03-01 08:21:52.023;46;2017-03-01 08:29:23.000;30
77911;2017-03-01 08:06:45.280;88;2017-03-01 08:29:42.000;79
48322;2017-03-01 08:02:32.447;77;2017-03-01 08:30:23.000;10
7108;2017-03-01 08:20:12.850;87;2017-03-01 08:30:55.833;24
88983;2017-03-01 08:22:14.837;101;2017-03-01 08:31:21.000;39
52392;2017-03-01 08:24:33.887;77;2017-03-01 08:31:45.407;12
89285;2017-03-01 08:25:01.090;7;2017-03-01 08:32:11.803;102
4675;2017-03-01 08:25:34.793;89;2017-03-01 08:32:27.900;5
43979;2017-03-01 08:14:35.973;46;2017-03-01 08:32:55.000;86
21171;2017-03-01 08:28:28.357;94;2017-03-01 08:33:32.000;67
42457;2017-03-01 08:26:37.420;108;2017-03-01 08:34:05.000;15
89006;2017-03-01 08:22:49.150;69;2017-03-01 08:34:48.613;76
79329;2017-03-01 08:26:04.980;118;2017-03-01 08:35:21.787;130
32043;2017-03-01 08:28:55.000;43;2017-03-01 08:35:31.000;39
45675;2017-03-01 08:22:59.587;66;2017-03-01 08:35:52.303;33
28067;2017-03-01 08:25:38.980;35;2017-03-01 08:35:54.000;16
51316;2017-03-01 08:23:04.277;54;2017-03-01 08:36:20.843;17
17567;2017-03-01 08:24:03.823;18;2017-03-01 08:37:02.000;44
89850;2017-03-01 08:26:03.107;39;2017-03-01 08:37:15.000;47
14084;2017-03-01 08:30:07.250;34;2017-03-01 08:37:38.720;35
50948;2017-03-01 08:14:13.020;1;2017-03-01 08:37:51.000;30
88677;2017-03-01 08:27:34.077;44;2017-03-01 08:38:26.000;34
89623;2017-03-01 08:33:44.503;67;2017-03-01 08:38:43.600;72
3138;2017-03-01 08:31:33.127;16;2017-03-01 08:39:11.000;18
85724;2017-03-01 08:29:18.843;129;2017-03-01 08:39:31.143;64
90586;2017-03-01 08:36:04.380;40;2017-03-01 08:40:17.843;17
47572;2017-03-01 08:28:52.187;120;2017-03-01 08:40:41.000;20
8231;2017-03-01 08:34:21.207;57;2017-03-01 08:41:22.000;16
27543;2017-03-01 08:21:22.820;59;2017-03-01 08:41:49.677;13
15616;2017-03-01 08:14:23.847;84;2017-03-01 08:42:12.000;28
17809;2017-02-28 22:56:08.657;67;2017-03-01 08:42:48.000;67
61483;2017-03-01 08:31:36.220;12;2017-03-01 08:43:17.000;8
58415;2017-03-01 08:30:51.830;119;2017-03-01 08:44:12.823;25
70761;2017-03-01 08:30:29.627;117;2017-03-01 08:44:32.000;30
16364;2017-03-01 08:22:05.227;36;2017-03-01 08:44:56.547;110
30296;2017-03-01 08:35:06.863;34;2017-03-01 08:45:20.440;104
89335;2017-03-01 08:35:36.817;90;2017-03-01 08:45:46.550;116
27956;2017-03-01 08:36:01.457;101;2017-03-01 08:45:55.000;62
63461;2017-03-01 08:31:16.563;8;2017-03-01 08:46:35.000;3
54663;2017-03-01 08:34:12.487;22;2017-03-01 08:46:55.680;50
88086;2017-03-01 08:43:32.540;16;2017-03-01 08:47:14.000;34
55204;2017-03-01 08:28:32.513;109;2017-03-01 08:47:33.000;30
90677;2017-03-01 08:29:45.017;60;2017-03-01 08:47:49.000;8
86608;2017-03-01 08:30:35.780;11;2017-03-01 08:48:00.000;86
6338;2017-03-01 08:44:41.323;121;2017-03-01 08:48:44.000;107
87029;2017-03-01 08:34:39.597;21;2017-03-01 08:49:00.527;123
65321;2017-03-01 08:30:47.657;81;2017-03-01 08:49:03.487;11
85677;2017-03-01 08:40:12.100;38;2017-03-01 08:49:16.000;16
75492;2017-03-01 08:41:18.477;98;2017-03-01 08:49:28.000;47
35749;2017-03-01 08:43:48.790;118;2017-03-01 08:49:44.307;121
17662;2017-03-01 08:38:55.227;126;2017-03-01 08:50:22.847;100
85845;2017-03-01 08:35:36.473;124;2017-03-01 08:50:39.000;96
79418;2017-03-01 08:42:09.807;93;2017-03-01 08:50:59.000;44
80276;2017-03-01 08:39:57.647;121;2017-03-01 08:51:12.000;27
29833;2017-03-01 08:38:04.100;126;2017-03-01 08:51:42.180;99
72498;2017-03-01 08:41:20.413;80;2017-03-01 08:52:32.803;60
2652;2017-03-01 08:44:44.307;23;2017-03-01 08:52:48.000;34
84099;2017-03-01 08:43:12.573;47;2017-03-01 08:53:08.023;125
87753;2017-03-01 08:38:01.413;6;2017-03-01 08:53:11.000;67
89669;2017-03-01 08:44:40.450;36;2017-03-01 08:53:25.000;41
29947;2017-03-01 08:47:18.433;60;2017-03-01 08:53:44.000;8
48221;2017-03-01 08:41:39.807;126;2017-03-01 08:54:08.000;44
84249;2017-03-01 08:36:26.380;57;2017-03-01 08:54:31.850;17
25897;2017-03-01 08:50:00.280;91;2017-03-01 08:54:45.000;26
8496;2017-03-01 08:51:09.860;72;2017-03-01 08:55:10.000;70
90902;2017-03-01 08:45:31.073;4;2017-03-01 08:55:17.000;8
2803;2017-03-01 08:48:50.717;29;2017-03-01 08:55:35.000;4
55066;2017-03-01 08:42:32.823;4;2017-03-01 08:55:49.000;8
8545;2017-03-01 08:44:44.870;95;2017-03-01 08:56:10.623;93
29403;2017-03-01 08:48:30.060;94;2017-03-01 08:56:21.067;72
85647;2017-03-01 08:49:37.170;91;2017-03-01 08:56:34.817;123
39588;2017-03-01 08:43:47.290;67;2017-03-01 08:56:51.000;21
16174;2017-03-01 08:50:07.717;34;2017-03-01 08:57:44.000;21
14694;2017-03-01 08:44:53.027;94;2017-03-01 08:58:19.000;90
91178;2017-03-01 08:54:19.457;10;2017-03-01 08:58:38.000;94
73732;2017-03-01 08:51:57.173;116;2017-03-01 08:59:00.927;122
56822;2017-03-01 08:40:38.117;41;2017-03-01 08:59:18.000;67
47572;2017-03-01 08:51:37.047;5;2017-03-01 08:59:37.000;77
22258;2017-03-01 08:53:30.063;28;2017-03-01 09:00:03.193;99
71162;2017-03-01 08:35:18.317;6;2017-03-01 09:00:31.207;118
8429;2017-03-01 07:48:50.343;115;2017-03-01 08:06:46.327;98
6429;2017-03-01 07:57:39.880;46;2017-03-01 08:06:50.000;19
48676;2017-03-01 07:58:06.320;125;2017-03-01 08:07:01.000;48
89940;2017-03-01 08:02:58.667;111;2017-03-01 08:07:17.550;113
90166;2017-03-01 07:51:47.360;94;2017-03-01 08:07:33.223;46
19533;2017-03-01 07:56:48.210;24;2017-03-01 08:07:47.910;106
30292;2017-03-01 08:03:07.573;113;2017-03-01 08:08:23.267;110
91192;2017-03-01 07:43:24.887;115;2017-03-01 08:08:48.000;96
87012;2017-03-01 08:05:04.167;8;2017-03-01 08:09:24.193;101
21732;2017-03-01 08:03:47.823;34;2017-03-01 08:09:37.170;60
87121;2017-03-01 08:06:22.513;95;2017-03-01 08:09:40.000;8
59668;2017-03-01 07:58:32.850;34;2017-03-01 08:10:29.000;44
88093;2017-03-01 08:05:28.763;59;2017-03-01 08:10:46.000;34
70951;2017-03-01 08:06:12.887;44;2017-03-01 08:11:18.237;100
30186;2017-03-01 07:54:22.940;64;2017-03-01 08:11:34.000;45
88857;2017-03-01 08:06:34.060;48;2017-03-01 08:11:53.000;47
38537;2017-03-01 08:05:04.027;14;2017-03-01 08:12:16.000;1
84209;2017-03-01 08:07:06.810;34;2017-03-01 08:12:33.000;45
81869;2017-03-01 08:05:54.230;52;2017-03-01 08:12:55.747;43
70095;2017-03-01 08:00:34.837;45;2017-03-01 08:13:15.587;109
69042;2017-03-01 08:09:36.577;70;2017-03-01 08:13:47.000;94
20608;2017-03-01 08:03:18.137;15;2017-03-01 08:14:14.190;25
85453;2017-03-01 08:11:06.157;51;2017-03-01 08:14:30.667;46
54852;2017-03-01 08:05:09.090;75;2017-03-01 08:14:45.740;89
89859;2017-03-01 08:08:40.513;20;2017-03-01 08:14:47.000;49
70110;2017-03-01 08:05:04.823;108;2017-03-01 08:14:52.000;42
73072;2017-03-01 08:03:23.043;94;2017-03-01 08:15:12.000;55
76158;2017-03-01 08:05:06.590;29;2017-03-01 08:15:37.000;9
41743;2017-03-01 08:01:05.587;95;2017-03-01 08:15:55.000;41
66216;2017-03-01 08:04:34.823;122;2017-03-01 08:16:12.000;19
21157;2017-03-01 08:05:16.247;49;2017-03-01 08:16:42.133;24
42908;2017-03-01 08:09:58.873;121;2017-03-01 08:16:57.410;110
91167;2017-03-01 08:06:02.607;42;2017-03-01 08:17:31.363;108
77463;2017-03-01 07:58:47.727;92;2017-03-01 08:17:42.327;114
56658;2017-03-01 08:04:18.683;31;2017-03-01 08:18:14.050;105
63541;2017-03-01 08:03:39.650;65;2017-03-01 08:18:48.000;96
89666;2017-03-01 08:09:00.843;26;2017-03-01 08:18:59.000;18
43907;2017-03-01 08:11:50.423;4;2017-03-01 08:19:21.000;28
90289;2017-03-01 07:59:54.493;51;2017-03-01 08:19:44.000;59
85818;2017-03-01 08:14:48.083;65;2017-03-01 08:19:51.000;69
19954;2017-03-01 08:03:44.887;3;2017-03-01 08:20:22.680;105
10681;2017-03-01 08:13:32.753;65;2017-03-01 08:20:32.000;74
66365;2017-03-01 08:09:03.233;125;2017-03-01 08:20:40.000;48
90417;2017-03-01 08:08:46.390;54;2017-03-01 08:20:47.000;44
74088;2017-03-01 08:17:16.960;52;2017-03-01 08:21:14.160;130
38349;2017-03-01 08:12:00.830;109;2017-03-01 08:21:28.870;25
82979;2017-03-01 08:11:46.597;72;2017-03-01 08:21:58.790;12
77399;2017-03-01 08:16:23.067;18;2017-03-01 08:22:13.000;39
90375;2017-03-01 08:17:57.570;6;2017-03-01 08:22:31.523;35
91205;2017-03-01 08:17:28.943;114;2017-03-01 08:22:49.747;119
7906;2017-03-01 08:12:21.563;129;2017-03-01 08:23:06.000;28
40442;2017-03-01 08:04:59.060;28;2017-03-01 08:23:25.633;122
52433;2017-03-01 08:10:55.580;80;2017-03-01 08:23:44.000;8
55114;2017-03-01 08:13:06.957;110;2017-03-01 08:24:06.477;17
30786;2017-03-01 08:08:53.373;102;2017-03-01 08:24:17.897;108
73026;2017-03-01 08:16:14.753;61;2017-03-01 08:24:44.000;87
18764;2017-03-01 08:16:41.630;28;2017-03-01 08:25:08.207;25
18613;2017-03-01 08:19:44.693;38;2017-03-01 08:25:23.000;45
91173;2017-03-01 08:19:21.460;17;2017-03-01 08:25:48.000;47
89590;2017-03-01 08:17:26.600;17;2017-03-01 08:25:59.000;47
89929;2017-03-01 08:17:05.270;121;2017-03-01 08:26:25.000;48
78466;2017-03-01 08:14:12.440;9;2017-03-01 08:26:52.000;3
57465;2017-03-01 08:21:53.320;6;2017-03-01 08:27:44.000;10
15312;2017-03-01 08:16:19.457;27;2017-03-01 08:28:39.930;116
89477;2017-03-01 08:17:31.740;116;2017-03-01 08:29:12.840;110
19553;2017-03-01 08:17:11.723;125;2017-03-01 08:29:27.000;44
81321;2017-03-01 08:23:45.323;42;2017-03-01 08:29:50.000;26
32937;2017-03-01 08:24:13.620;19;2017-03-01 08:30:42.000;26
88237;2017-03-01 08:04:55.543;112;2017-03-01 08:31:02.000;67
2572;2017-03-01 08:25:53.513;31;2017-03-01 08:31:28.000;3
44135;2017-03-01 08:14:02.223;37;2017-03-01 08:32:11.110;108
18410;2017-03-01 08:25:39.840;10;2017-03-01 08:32:15.000;59
89581;2017-03-01 08:28:49.420;57;2017-03-01 08:32:41.000;62
86921;2017-03-01 08:23:02.730;12;2017-03-01 08:33:27.460;24
36229;2017-03-01 08:23:39.603;121;2017-03-01 08:33:57.000;26
69689;2017-03-01 08:25:51.323;86;2017-03-01 08:34:29.000;2
1275;2017-03-01 08:24:27.183;91;2017-03-01 08:35:14.447;120
82411;2017-03-01 08:27:01.233;122;2017-03-01 08:35:28.147;108
15723;2017-03-01 08:30:27.093;67;2017-03-01 08:35:41.000;73
15381;2017-03-01 08:24:42.760;67;2017-03-01 08:35:53.000;69
53896;2017-03-01 08:26:11.793;58;2017-03-01 08:36:11.000;18
15212;2017-03-01 08:25:35.810;121;2017-03-01 08:36:52.000;16
45058;2017-03-01 08:20:00.773;11;2017-03-01 08:37:12.230;38
54819;2017-03-01 08:12:19.440;92;2017-03-01 08:37:30.513;109
48347;2017-03-01 08:29:22.513;36;2017-03-01 08:37:50.630;103
1365;2017-03-01 08:31:37.563;123;2017-03-01 08:38:19.000;47
2910;2017-03-01 08:33:49.003;46;2017-03-01 08:38:33.000;15
27046;2017-03-01 08:26:09.637;31;2017-03-01 08:38:50.807;33
87820;2017-03-01 08:32:50.190;5;2017-03-01 08:39:20.023;24
33017;2017-03-01 08:26:31.170;77;2017-03-01 08:40:00.480;102
46011;2017-03-01 08:22:56.777;121;2017-03-01 08:40:30.000;39
78564;2017-03-01 08:31:05.843;109;2017-03-01 08:40:59.000;16
71918;2017-03-01 08:33:33.957;37;2017-03-01 08:41:33.000;41
71908;2017-03-01 08:25:00.120;52;2017-03-01 08:42:05.770;99
25597;2017-03-01 08:20:43.257;65;2017-03-01 08:42:38.330;123
85133;2017-03-01 08:25:38.137;88;2017-03-01 08:43:12.000;8
91126;2017-03-01 08:25:16.763;67;2017-03-01 08:43:52.317;50
89452;2017-03-01 08:34:36.363;53;2017-03-01 08:44:26.280;130
90821;2017-03-01 08:34:22.190;77;2017-03-01 08:44:53.960;2
84324;2017-03-01 08:22:24.370;59;2017-03-01 08:44:57.000;15
25388;2017-03-01 08:38:55.303;66;2017-03-01 08:45:28.480;5
91031;2017-03-01 08:33:37.050;24;2017-03-01 08:45:54.850;60
22373;2017-03-01 08:36:13.347;44;2017-03-01 08:46:24.000;20
257;2017-03-01 08:29:11.797;57;2017-03-01 08:46:37.000;51
86726;2017-03-01 08:37:02.863;32;2017-03-01 08:47:08.850;5
54940;2017-03-01 08:32:59.987;12;2017-03-01 08:47:19.000;63
85375;2017-03-01 08:27:13.873;83;2017-03-01 08:47:45.000;39
68771;2017-03-01 08:34:50.270;129;2017-03-01 08:47:58.360;121
87795;2017-03-01 08:42:24.743;37;2017-03-01 08:48:41.000;19
82771;2017-03-01 08:40:51.023;99;2017-03-01 08:48:47.000;47
87067;2017-03-01 08:44:06.197;108;2017-03-01 08:49:13.160;46
65374;2017-03-01 08:40:37.227;46;2017-03-01 08:49:22.830;123
89337;2017-03-01 08:37:23.583;109;2017-03-01 08:49:36.000;14
28473;2017-03-01 08:44:51.777;44;2017-03-01 08:50:06.000;40
54393;2017-03-01 08:32:51.627;118;2017-03-01 08:50:33.000;96
90870;2017-03-01 08:44:44.823;81;2017-03-01 08:50:53.000;78
89506;2017-03-01 08:42:40.790;116;2017-03-01 08:51:09.770;119
90903;2017-03-01 08:39:56.337;39;2017-03-01 08:51:21.430;102
87083;2017-03-01 08:40:10.460;24;2017-03-01 08:51:43.000;47
88829;2017-03-01 08:40:04.837;29;2017-03-01 08:52:44.000;47
31512;2017-03-01 08:28:15.547;27;2017-03-01 08:52:59.000;1
24155;2017-03-01 08:43:32.963;67;2017-03-01 08:53:05.000;10
26783;2017-03-01 08:39:18.663;39;2017-03-01 08:53:21.000;62
228;2017-03-01 08:39:13.273;96;2017-03-01 08:53:37.000;3
56357;2017-03-01 08:50:20.390;28;2017-03-01 08:53:57.000;20
61180;2017-03-01 08:37:32.520;42;2017-03-01 08:54:11.000;14
25407;2017-03-01 08:44:46.497;37;2017-03-01 08:54:48.130;24
76760;2017-03-01 08:41:55.260;18;2017-03-01 08:54:58.000;27
86600;2017-03-01 08:50:03.140;4;2017-03-01 08:55:12.000;10
1395;2017-03-01 08:49:31.047;105;2017-03-01 08:55:22.000;16
86618;2017-03-01 08:49:17.203;59;2017-03-01 08:55:41.000;9
75120;2017-03-01 08:51:57.923;67;2017-03-01 08:55:57.000;94
79224;2017-03-01 08:38:37.333;118;2017-03-01 08:56:07.000;41
79889;2017-03-01 08:52:39.470;67;2017-03-01 08:56:23.000;68
89081;2017-03-01 08:40:17.147;125;2017-03-01 08:56:32.000;67
91122;2017-03-01 08:52:59.017;39;2017-03-01 08:57:05.000;18
30943;2017-03-01 08:48:12.543;103;2017-03-01 08:58:16.890;121
91344;2017-03-01 08:51:16.423;31;2017-03-01 08:58:22.000;10
53548;2017-03-01 08:47:19.530;37;2017-03-01 08:58:47.000;20
4883;2017-03-01 08:46:04.183;43;2017-03-01 08:59:15.063;124
21651;2017-03-01 08:54:19.143;96;2017-03-01 08:59:33.000;16
58006;2017-03-01 08:51:24.233;110;2017-03-01 08:59:48.010;130
77229;2017-03-01 08:54:31.363;80;2017-03-01 09:00:26.000;75
72702;2017-03-01 08:41:25.260;118;2017-03-01 09:00:36.000;21
60545;2017-03-01 08:31:07.563;106;2017-03-01 09:01:06.000;73
86726;2017-03-01 07:47:35.263;56;2017-03-01 08:06:08.000;32
89411;2017-03-01 07:54:07.927;19;2017-03-01 08:06:48.993;76
9624;2017-03-01 08:00:39.180;61;2017-03-01 08:06:51.000;10
21886;2017-03-01 07:51:54.347;117;2017-03-01 08:07:01.000;16
50417;2017-03-01 08:02:27.823;60;2017-03-01 08:07:22.103;76
72377;2017-03-01 07:53:22.003;5;2017-03-01 08:07:36.000;1
19365;2017-03-01 07:55:31.520;111;2017-03-01 08:07:49.000;27
24082;2017-03-01 08:04:10.527;68;2017-03-01 08:08:18.000;67
65196;2017-03-01 08:03:14.760;119;2017-03-01 08:09:06.810;124
7450;2017-03-01 08:02:37.557;67;2017-03-01 08:09:24.000;87
89501;2017-03-01 08:05:57.763;47;2017-03-01 08:09:34.000;45
86174;2017-03-01 08:04:03.933;41;2017-03-01 08:10:02.000;18
45620;2017-03-01 07:55:37.067;80;2017-03-01 08:10:35.890;17
71349;2017-03-01 07:59:36.977;24;2017-03-01 08:10:55.000;55
14359;2017-03-01 08:00:40.057;48;2017-03-01 08:11:17.000;18
90725;2017-03-01 07:58:15.397;90;2017-03-01 08:11:40.000;18
90947;2017-03-01 08:04:42.090;9;2017-03-01 08:11:58.000;4
89687;2017-03-01 07:58:26.663;86;2017-03-01 08:12:16.000;79
52611;2017-03-01 08:03:11.980;3;2017-03-01 08:12:37.520;6
89785;2017-03-01 08:08:50.453;4;2017-03-01 08:12:51.000;3
69282;2017-03-01 07:59:29.773;114;2017-03-01 08:13:19.000;34
89198;2017-03-01 08:10:24.687;110;2017-03-01 08:13:58.987;121
90112;2017-03-01 07:54:26.393;60;2017-03-01 08:14:14.350;108
26133;2017-03-01 08:02:34.697;97;2017-03-01 08:14:39.997;108
87834;2017-03-01 08:10:52.783;42;2017-03-01 08:14:47.333;43
58261;2017-03-01 08:08:36.140;102;2017-03-01 08:14:49.000;36
30952;2017-03-01 07:59:52.947;30;2017-03-01 08:14:55.000;16
17242;2017-03-01 08:05:00.247;16;2017-03-01 08:15:14.000;47
36656;2017-03-01 08:07:51.700;81;2017-03-01 08:15:41.130;76
87122;2017-03-01 07:59:06.727;51;2017-03-01 08:16:08.197;60
76882;2017-03-01 08:08:37.077;91;2017-03-01 08:16:15.000;27
86994;2017-03-01 08:09:59.733;28;2017-03-01 08:16:45.330;102
89738;2017-03-01 08:01:55.603;51;2017-03-01 08:16:56.000;8
47439;2017-03-01 08:10:38.033;46;2017-03-01 08:17:27.000;16
60771;2017-03-01 08:05:42.637;17;2017-03-01 08:17:45.400;109
31594;2017-03-01 08:14:06.270;44;2017-03-01 08:18:14.157;98
19369;2017-03-01 08:12:00.750;26;2017-03-01 08:18:32.753;102
50056;2017-03-01 08:09:38.767;86;2017-03-01 08:18:51.000;10
50678;2017-03-01 08:11:42.953;25;2017-03-01 08:19:08.783;37
58997;2017-03-01 08:13:22.423;5;2017-03-01 08:19:35.173;11
76506;2017-03-01 07:57:48.710;42;2017-03-01 08:19:45.000;4
25935;2017-03-01 07:52:20.690;60;2017-03-01 08:20:00.537;128
69298;2017-03-01 08:16:24.850;23;2017-03-01 08:20:17.000;7
52241;2017-03-01 08:05:57.607;111;2017-03-01 08:20:34.000;88
41252;2017-03-01 08:02:40.947;13;2017-03-01 08:20:45.267;33
75239;2017-03-01 08:04:21.590;111;2017-03-01 08:21:02.000;88
18432;2017-03-01 08:13:16.550;42;2017-03-01 08:21:17.000;39
22276;2017-03-01 08:16:00.020;59;2017-03-01 08:21:40.000;56
52303;2017-03-01 08:15:55.800;92;2017-03-01 08:21:55.000;42
24496;2017-03-01 08:15:47.050;70;2017-03-01 08:22:14.000;86
46340;2017-03-01 08:09:37.343;82;2017-03-01 08:22:32.323;71
18948;2017-03-01 08:17:31.067;91;2017-03-01 08:22:58.000;48
53420;2017-03-01 08:12:44.800;29;2017-03-01 08:23:06.000;65
24230;2017-03-01 08:04:39.183;64;2017-03-01 08:23:29.647;43
33071;2017-03-01 08:16:42.880;46;2017-03-01 08:23:44.000;16
90426;2017-03-01 08:14:44.987;52;2017-03-01 08:24:04.000;45
25581;2017-03-01 08:15:34.410;19;2017-03-01 08:24:13.000;20
83550;2017-03-01 08:19:52.617;118;2017-03-01 08:24:46.000;47
90589;2017-03-01 08:14:58.067;95;2017-03-01 08:25:10.000;45
62600;2017-03-01 08:10:56.843;5;2017-03-01 08:25:36.227;13
10986;2017-03-01 08:13:59.737;8;2017-03-01 08:25:50.000;29
87378;2017-03-01 08:12:27.800;52;2017-03-01 08:26:15.000;34
42244;2017-03-01 08:09:30.140;30;2017-03-01 08:26:29.743;6
52074;2017-03-01 08:19:06.727;87;2017-03-01 08:26:53.000;54
52548;2017-03-01 08:20:36.977;38;2017-03-01 08:27:51.000;16
89679;2017-03-01 08:25:01.700;39;2017-03-01 08:28:40.257;37
88558;2017-03-01 08:20:47.477;114;2017-03-01 08:29:28.370;109
41253;2017-03-01 08:21:56.243;94;2017-03-01 08:29:47.913;76
4574;2017-03-01 08:20:36.743;21;2017-03-01 08:30:23.837;37
82876;2017-03-01 08:24:21.933;52;2017-03-01 08:30:53.150;91
76444;2017-03-01 08:26:26.480;114;2017-03-01 08:31:18.983;112
29792;2017-03-01 08:25:11.887;64;2017-03-01 08:31:43.537;60
74450;2017-03-01 08:28:24.623;125;2017-03-01 08:32:11.313;123
58706;2017-03-01 08:07:49.857;67;2017-03-01 08:32:17.000;8
75998;2017-03-01 08:23:19.980;43;2017-03-01 08:32:54.837;38
52618;2017-03-01 08:15:01.597;30;2017-03-01 08:33:34.820;82
90973;2017-03-01 08:24:35.620;108;2017-03-01 08:34:04.720;118
49188;2017-03-01 08:15:50.223;84;2017-03-01 08:34:46.700;2
73438;2017-03-01 08:24:22.027;86;2017-03-01 08:35:16.000;10
53366;2017-03-01 08:11:24.143;79;2017-03-01 08:35:29.000;14
49728;2017-03-01 08:28:19.450;75;2017-03-01 08:35:43.000;10
79431;2017-03-01 08:21:38.523;61;2017-03-01 08:35:52.000;67
81883;2017-03-01 08:26:08.573;121;2017-03-01 08:36:11.000;54
86188;2017-03-01 08:30:06.827;30;2017-03-01 08:36:51.000;67
79029;2017-03-01 08:29:50.280;25;2017-03-01 08:37:13.447;43
38626;2017-03-01 08:23:10.713;87;2017-03-01 08:37:36.767;121
28573;2017-03-01 08:26:53.700;31;2017-03-01 08:37:51.780;100
58278;2017-03-01 08:25:57.480;121;2017-03-01 08:38:24.000;34
88050;2017-03-01 08:30:54.830;48;2017-03-01 08:38:42.090;103
74295;2017-03-01 08:34:47.567;63;2017-03-01 08:38:54.923;60
73230;2017-03-01 08:22:10.103;27;2017-03-01 08:39:31.120;112
53434;2017-03-01 08:30:55.390;47;2017-03-01 08:40:14.220;99
85089;2017-03-01 08:31:49.267;130;2017-03-01 08:40:36.243;109
62135;2017-03-01 08:28:27.797;59;2017-03-01 08:41:18.000;26
17558;2017-03-01 08:34:48.237;23;2017-03-01 08:41:34.000;8
16609;2017-03-01 08:23:27.777;85;2017-03-01 08:42:13.837;24
86010;2017-03-01 08:38:21.320;60;2017-03-01 08:42:42.880;64
86929;2017-03-01 08:36:15.550;41;2017-03-01 08:43:15.000;18
84847;2017-03-01 08:27:59.217;2;2017-03-01 08:44:09.040;127
22575;2017-03-01 08:36:37.193;115;2017-03-01 08:44:31.130;112
70059;2017-03-01 08:39:24.960;28;2017-03-01 08:44:50.000;31
88980;2017-03-01 08:41:34.807;80;2017-03-01 08:45:01.000;77
45964;2017-03-01 08:39:05.523;70;2017-03-01 08:45:41.000;69
7969;2017-03-01 08:19:52.180;73;2017-03-01 08:45:57.050;93
84686;2017-03-01 08:42:05.070;49;2017-03-01 08:46:33.330;43
40277;2017-03-01 08:35:00.190;29;2017-03-01 08:46:47.000;67
40994;2017-03-01 08:38:41.787;67;2017-03-01 08:47:12.600;64
87809;2017-03-01 08:32:46.940;49;2017-03-01 08:47:17.000;73
86048;2017-03-01 08:28:44.170;43;2017-03-01 08:47:48.477;2
83443;2017-03-01 08:40:50.087;34;2017-03-01 08:47:54.000;26
69031;2017-03-01 08:42:02.633;113;2017-03-01 08:48:45.163;111
81414;2017-03-01 08:34:42.550;110;2017-03-01 08:48:54.000;28
3091;2017-03-01 08:40:39.727;35;2017-03-01 08:49:00.000;9
75677;2017-03-01 08:34:19.377;63;2017-03-01 08:49:14.000;47
87000;2017-03-01 08:38:02.443;23;2017-03-01 08:49:27.673;25
